id,texto,author_id,sentimento,sentimentoNLTK
"1,63903709946566E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63903329972406E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63903247090885E+018",@JoaoCampos @LulaOficial @prefrecife Viu agora temos presidente.,,pos,neu
"1,63903243335707E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63903198036796E+018",@daniportelapsol @raquellyra @JoaoCampos @governope @prefrecife e todos calados,,neg,neu
"1,63903033902778E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63902633323254E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63902511617982E+018",RT @souguereira: @JoaoCampos @LulaOficial @prefrecife Foi pra isso que eu votei em Lula!  #FazoL 💃❤🚩 https://t.co/01PuHeZ7Mu,,pos,neu
"1,63902506271924E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63902366928338E+018",@JoaoCampos @LulaOficial @prefrecife Impressionado com a quantidade de especialista em habitação aqui no twitter,,neg,neg
"1,63902162484137E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63902096436823E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901784937193E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901749951672E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901725871744E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901574218723E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901476900822E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901388774282E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901307753332E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63901256499769E+018",@JoaoCampos @LulaOficial @prefrecife E habitacional prefeitinho?,,neg,neu
"1,63900968437484E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,6390084194106E+018","RT @czrmartins: Antes e depois.
Obrigado a mim mesmo. À @prefrecife não. https://t.co/WbqS1SK4b8",,neu,neu
"1,63900812730683E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,6390025204365E+018",@JoaoCampos @LulaOficial @prefrecife Muito bom,,pos,neu
"1,63900248954124E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63900202202325E+018","Antes e depois.
Obrigado a mim mesmo. À @prefrecife não. https://t.co/WbqS1SK4b8",,neg,neu
"1,63900184151314E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,6390014180772E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63900128064227E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63899873472911E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,6389969830411E+018","RT @prefrecife: o Ambulatório LGBT Patrícia Gomes e o Ambulatório LBT, que é voltado para pessoas LBT - mulheres lésbicas, bissexuais e tra…",,pos,neu
"1,63899697004281E+018","RT @prefrecife: Temos dois equipamentos de saúde voltados diretamente ao acolhimento da comunidade LGBTQIA+, são eles: +",,pos,neu
"1,63899695873496E+018","RT @prefrecife: 🌈 No Dia Municipal de Combate à LGBTfobia, aproveitamos para te perguntar: você conhece os serviços e atendimentos especial…",,pos,neg
"1,63899675750903E+018",@JoaoCampos @LulaOficial @prefrecife Só se for pra pagar essa bosta 💩 de carnaval que teve aqui.,,neg,neu
"1,63899325073535E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,6389929248547E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63898446413403E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63898376606343E+018","@JoaoCampos @LulaOficial @prefrecife O Recife está um lixo, os comerciais da prefeitura na TV só mostram belas paisagens. A realidade jamais é mostrada.",,neu,neu
"1,6389789270867E+018",@JoaoCampos @LulaOficial @prefrecife Foi pra isso que eu votei em Lula!  #FazoL 💃❤🚩 https://t.co/01PuHeZ7Mu,,pos,neu
"1,63897852451294E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63897797859072E+018","RT @ermesfcn: Ao lado do diretor-presidente da URB, Luiz Lira, e do nosso secretário-executivo de Políticas Habitacionais, Altair Correia,…",,neu,neu
"1,63897792233279E+018",RT @ermesfcn: Foi estimulante ver @JoaoCampos assinando com Lula e ministros tantos compromissos para nossa cidade. E o ministro das Cidade…,,pos,neu
"1,6389773411321E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63897514980111E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63897375665072E+018","@JoaoCampos @marcosportela @LulaOficial @prefrecife Lula certeiro novamente. 

Lula é o melhor para o povo brasileiro!",,pos,neu
"1,63897235916708E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63896073069412E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu,neu
"1,63920123211064E+018","Tava escutando o Fala Ordinário do @recifeordinario, com o biólogo Andre Maia e @tubaratinado, sem arrodeio, vão direto na questão ambiental como causador principal dos ataques. Bem diferente do enquadramento visto nos 30 anos de factual que estou investigando.",,pos,neu
"1,6391851778753E+018",@recifeordinario Recuperação judicial em clubes da capital virou moda. É um passo para a falência.,,neg,neu
"1,63916999369789E+018","@recifeordinario Chacota política é danada, não? 
A piada seria o descaso intencional da autoridade ou o caos na vida das famílias que aguardam seus vencimentos?",,neg,neu
"1,63915979332674E+018",@recifeordinario Saindo do aeroporto e enfrentando a feiura da av. Imbiribeira.,,neg,neu
"1,63914392046978E+018",@ginacoeli___ @recifeordinario boy tu mora em santo amaro,,neu,neu
"1,63913724916083E+018",RT @recifeordinario: 🚨FRED NICACIO E LARISSA VOLTAM PARA O BBB!!!,,pos,neu
"1,6391257345422E+018",RT @recifeordinario: Subiram o @galodamadrugada!! E num é que ele tá lindo mesmo?😍😍 https://t.co/FtQZOSSq5U,,pos,neu
"1,63911923579526E+018",@LaisaaSantoss @recifeordinario Também espero,,neu,neu
"1,63911847117364E+018",@amandacosta1313 @recifeordinario Que tiração é essa ? Kkkkkkk,,pos,neu
"1,63911585932628E+018",@recifeordinario Larissa passou nem 1 hr de volta e já to com ranço de novo…. Espero que vaze na terça,,neg,neu
"1,63911429394895E+018","RT @recifeordinario: Eu qual lugar vocês ficam tristes só de chegar??

Eu começo: https://t.co/FG4Qycycte",,neg,neu
"1,63910398065873E+018",@recifeordinario Só não reprove na prova prática. Pq é um inferno pra remarcar mesmo pagando.,,neg,neu
"1,63910335728858E+018",@recifeordinario Quem não passou procura oriosvaldo despachante L4DRÃO,,neg,neu
"1,63910229613389E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,neu,neg
"1,63909914563699E+018",@recifeordinario Fred voltou e a 🐍 Key não kkkkkkkkkkkkkk,,pos,neu
"1,63909889586195E+018",@recifeordinario a Bruna apagando todas as velas sempre,,neu,neu
"1,63909888371526E+018",@recifeordinario Ninguém pediu https://t.co/z9KQlySyc3,,neg,neu
"1,63909840102226E+018",@recifeordinario Vai arruinar o jogo da Domitila,,neu,neu
"1,63909734084917E+018",@recifeordinario Vai ter fogo no parquinho 🔥,,pos,neg
"1,63909723283723E+018",@recifeordinario Amei pela Lari,,pos,neu
"1,63909713253882E+018",@recifeordinario Entrou pra sair de novo Larissa.,,neg,neu
"1,63909709734441E+018",RT @recifeordinario: 🚨Vazou o estagiário dps do jogo do Santa!! https://t.co/urpFcMMqbM,,pos,neu
"1,63909484117401E+018",@recifeordinario Paula,,neu,neu
"1,63909483409387E+018",@recifeordinario O fortaleza se deu uma surra?,,pos,neu
"1,63909140848833E+018","RT @recifeordinario: Enquanto uns tão tomando de 4, o Sport macetou lá em Alagoas https://t.co/ucq0tWq8Le",,pos,neu
"1,63908820628403E+018",@recifeordinario Santinha...kk,,pos,neu
"1,63907969175454E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,pos,neg
"1,63907797171243E+018","@recifeordinario Meu amigo, é a Dr Jose Rufino. Dá uma sacada nisso ai. https://t.co/Nsnc7Nsk1K",,neu,neu
"1,63907624862953E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,pos,neu
"1,63907527063519E+018",@recifeordinario “maior do nordeste”,,neu,neu
"1,6390744746822E+018","@recifeordinario Antônio de Goes.
Simplesmente Terrível...",,neg,neu
"1,63907408668803E+018",@recifeordinario Fredão.,,neu,neu
"1,63907298753299E+018",@recifeordinario Fred e infelizmente Key,,neg,neu
"1,63907206151025E+018","RT @recifeordinario: Eu qual lugar vocês ficam tristes só de chegar??

Eu começo: https://t.co/FG4Qycycte",,neg,neu
"1,63907005116368E+018",@recifeordinario VOLTA DO PAREDÃO FALSO O PYONG LEE,,neu,neu
"1,63906836292688E+018",RT @recifeordinario: 🚨Vazou o estagiário dps do jogo do Santa!! https://t.co/urpFcMMqbM,,neu,neu
"1,6390660015885E+018","@recifeordinario @netv1 @prefrecife 

A bandeira de Pernambuco vista por outra perspectiva https://t.co/5Cdss3MpDA",,pos,neu
"1,63906423525368E+018",RT @recifeordinario: 🚨Vazou o estagiário dps do jogo do Santa!! https://t.co/urpFcMMqbM,,neu,neu
"1,63906047286669E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,neu,neg
"1,63905828468544E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,neu,neg
"1,63905561950304E+018",Alguém me diz o que é isso! @recifeordinario #recife https://t.co/1xRwOCyDoV,,neu,neu
"1,6390517942894E+018","RT @recifeordinario: É sempre bom lembrar da história de Domitila Barros, diretamente de Linha do Tiro - PE, para o mundo 🌍 https://t.co/pB…",,pos,neu
"1,63904917759735E+018","RT @recifeordinario: Eu qual lugar vocês ficam tristes só de chegar??

Eu começo: https://t.co/FG4Qycycte",,neg,neu
"1,63904756815494E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,neg,neg
"1,63904507839092E+018",RT @recifeordinario: EU NÃO AGUENTO MAIS TORCER PRA ESSE TIME!! 4X0??????,,neg,neu
"1,63904478830435E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,pos,neu
"1,6390423157958E+018",@recifeordinario Quando chego na PE15,,neg,neu
"1,63904008385583E+018",@malusantanaaaa @recifeordinario nao perguntei!!,,neg,neu
"1,63904003409852E+018",Tá todo mundo gripado em Recife é?  Que gripe forte da bexiga. Tô com febre e muita moleza. Putzzzz @recifeordinario,,neg,neu
"1,63903991568503E+018",@recifeordinario Naquela avenida Dois Rios que parece não ter fim?,,neu,neu
"1,63903932925004E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neg,neu
"1,63903646582377E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neg,neu
"1,6390354265088E+018",@recifeordinario Diga isso não… o Santa tá pagando em dia.,,pos,neu
"1,63903430690224E+018","RT @recifeordinario: Eu qual lugar vocês ficam tristes só de chegar??

Eu começo: https://t.co/FG4Qycycte",,neg,neu
"1,63903364428609E+018",RT @recifeordinario: Campanha de prevenção aos ataques de tubarões na Grande Recife. Faça parte do “Pernas vivas” você também! 😍 https://t.…,,pos,neu
"1,63903107841653E+018","@recifeordinario o mesmo, detalhe, eu moro ai kkkkkk",,pos,neu
"1,63903087880541E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,pos,neu
"1,63903066450577E+018",@recifeordinario Acabou o respeito,,pos,neu
"1,63903060159547E+018",@recifeordinario Qual foi,,neg,neu
"1,63902655600487E+018",RT @recifeordinario: 🚨Maior time do nordeste acaba de tomar uma surra do fortaleza https://t.co/QGBMpmbO4l,,pos,neu
"1,63901864916705E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neu,neu
"1,63901771271319E+018",@recifeordinario Ela torce pro santa. Tá td em casa.,,pos,neu
"1,63901765822917E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neu,neu
"1,63901697717476E+018",@lucasmorais @recifeordinario Seu comentário é o melhor de todos.,,pos,neu
"1,6390137109486E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neu,neu
"1,63901366388863E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,pos,neu
"1,63901172839363E+018",@recifeordinario O Santa tá  em dia segundo a imprensa.,,pos,neu
"1,63900607021439E+018",@recifeordinario Sai do fake João Campos,,pos,neg
"1,63900573837362E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,pos,neu
"1,639003720989E+018",@recifeordinario pior é a prova prática,,neu,neu
"1,63900080205122E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,pos,neu
"1,63899678189052E+018",@recifeordinario Pelo visto são  2,,neu,neu
"1,6389953247264E+018",@recifeordinario Por isso passou e não foi rebaixado kkkkkk,,pos,neu
"1,63898862021115E+018",RT @sapatinhacrente: @recifeordinario do que vale uma surra se o título do ano já tem https://t.co/aoGMRdZdoc,,neu,neu
"1,63898614487134E+018",@recifeordinario e raia é alimento de tubarão heinnn,,neu,neu
"1,63898607006592E+018","@recifeordinario Raquel Lyra tá no poder? achei que a vaga seguia desocupada 🤡.  Como que o presidente visita Pernambuco e ela nem aparece nos posts sobre, 100% irrelevante.",,neg,neg
"1,63898555002676E+018","@recifeordinario Av. Agamenon Magalhães.
Av. Recife.
Av. Caxangá.
Av. Mascarenhas de Morais.
Enfim... Recife e suas peculiaridades",,neu,neu
"1,63898421830167E+018",@recifeordinario Tá foda mesmo  kkk,,neg,neu
"1,63897881070298E+018",RT @recifeordinario: 🚨Vazou o estagiário dps do jogo do Santa!! https://t.co/urpFcMMqbM,,neu,neu
"1,63897819572984E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neg,neu
"1,63897712454235E+018","@recifeordinario Eu acho que isso é um sinal que nossas praias estão limpas, por isso tem esse tanto de bicho aparecendo",,pos,neu
"1,63897262458264E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,pos,neg
"1,63897147298195E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,neu,neu
"1,63897009014954E+018","@recifeordinario Do golfe clube na caxangá até a UPA da caxangá, verdadeiro teste de sobrevivência. +- às 16 horas já começa o engarrafamento.",,neg,neu
"1,63896988194411E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,neu,neg
"1,6389696619192E+018",@recifeordinario É essa governadora q n quer cumprir a lei e ainda multa o sindicato da enfermagem de 500mil por dia se forem fazer greve lutar p seus direitos.,,neg,neu
"1,63896920461005E+018","RT @recifeordinario: Bom dia, ordinários. O adm veio fazer a prova teórica do DETRAN 🥵 https://t.co/fzqi1z5WUg",,neg,neu
"1,63896785226162E+018",@recifeordinario Av. Rui Barbosa e não aceito outro lugar.,,neu,neu
"1,63896365170389E+018",@recifeordinario Os dois são tricolores né!? Então tá tudo em casa.,,pos,neu
"1,63920461021174E+018",@SantaCruzFC Excelente goleiro que garantiu o titulo de empate e quase gol no sport,,pos,neg
"1,63920402940131E+018","RT @CobraCoral1914: FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
@SantaCruzFC",,neg,neu
"1,63920398488713E+018","RT @DiogoDK19: Alô @CavalinCoral eu fiz esse vídeo ai, mas tive que parar pq já estava dando dor de cabeça de vê tantas coisas do @SantaCru…",,neu,neu
"1,63919941144726E+018",@SantaCruzFC cade o departamento de marketing porra daq a pouco falta 24 hrs pro jogo e nada do preço dos ingressos,,neg,neu
"1,63919710024331E+018",@futnostalgico @SantaCruzFC O goleiro era pegador de pênaltis,,neu,neu
"1,63919671104528E+018",RT @SantaCruzFC: Renovado! O goleiro Michael renovou seu contrato com o Santa Cruz e vai defender o tricolor até o fim do estadual de 2024.…,,neu,pos
"1,63919597250796E+018",@NE45Minutos @SantaCruzFC @nauticope @sampaiocorrea @SantaCruzFC vai te f...,,pos,neu
"1,6391938038389E+018","Sou a favor de uma SAF num Clube mais que não mudem uma história de mais de 100 Anos. Entendo que o Patrimônio do clube deve ser melhorado com Reformas, mais as Corese, o Mascote e o Escudo devem ser respeitados. ""No @SantaCruzFC acontecendo isso a Torcida logo muda de opinião."" https://t.co/s8ZaL3w0bH",,pos,pos
"1,63919324199936E+018","RT @tiaprinotwiter: @amoracamisape resumiu em imagens meus dois sentimentos no segundo tempo de @SantaCruzFC contra fortaleza ontem, fui da…",,pos,neg
"1,6391930682463E+018",RT @SantaCruzFC: Renovado! O goleiro Michael renovou seu contrato com o Santa Cruz e vai defender o tricolor até o fim do estadual de 2024.…,,neu,pos
"1,63918753578733E+018",@NE45Minutos @SantaCruzFC @nauticope @sampaiocorrea Já vejo Felipe se arrepender.,,neg,neu
"1,63917490437636E+018","@SantaCruzFC ALN - já deve estar bem longe em nome de Jesus!!!

#ForaALN",,neg,neu
"1,63915688394792E+018","@SantaCruzFC Ou seja, renovação pra pagar as férias",,neg,neu
"1,63915147676026E+018",@SantaCruzFC Coitado desse cara,,neg,neu
"1,63914881520986E+018","@Squid_2022 @joaoguilherm @FortalezaEC @SantaCruzFC Sport esta prateleiras abaixo, nao se compara um time que está na elite dando exemplos, com um time que esta na B, em recuperação judicial e recebendo solicitações de saída de seus jogadores como ajul e juba, so pq está em boa fase no nordestao",,pos,neg
"1,63913479081204E+018",@SantaCruzFC já tava em tempo!,,neu,neu
"1,63912980653215E+018","PQP  @SantaCruzFC!!!!! Não avaliam os trabalhos anteriores não??? 😔😔😔👎🏽👎🏽👎🏽  
 ⚫️⚪️🔴

https://t.co/dbRWvc7xpO",,neg,neu
"1,63912382575245E+018",RT @SantaCruzFC: Renovado! O goleiro Michael renovou seu contrato com o Santa Cruz e vai defender o tricolor até o fim do estadual de 2024.…,,neu,pos
"1,6391233664971E+018",@oherminioneto @DiogoDK19 @CavalinCoral @SantaCruzFC paulo matos é o raniel do twitter,,neu,neu
"1,63912095847571E+018",RT @SantaCruzFC: Renovado! O goleiro Michael renovou seu contrato com o Santa Cruz e vai defender o tricolor até o fim do estadual de 2024.…,,neu,pos
"1,63911133479619E+018",@gerakitchens @PodBeberibe1285 @SantaCruzFC Parabéns,,pos,neu
"1,63911107923294E+018","@NE45Minutos @SantaCruzFC @nauticope @sampaiocorrea Projeto inauguração da série E! Agora vai!!
Da sono só em olhar pra ele. Parece sempre estar cansado",,neg,neu
"1,63910972149069E+018",@chefdangalhardo Infelizmente @SantaCruzFC,,neg,neu
"1,63910868910043E+018",@SantaCruzFC Tem que sair toda diretoria fake,,neg,neg
"1,63910492553896E+018","RT @CobraCoral1914: FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
@SantaCruzFC",,neg,neu
"1,63910174779583E+018",Atenção @SantaCruzFC é melhor desistir da contratação desse cara aí beleza #FelipeConçeiçaonão,,neg,neu
"1,63910106806263E+018",@SantaCruzFC e essa diretoria cai quando?,,neg,neu
"1,63909989952126E+018","RT @CobraCoral1914: FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
FELIPE CONCEIÇÃO NÃO 
@SantaCruzFC",,neg,neu
"1,63909973538135E+018",@gesdiniz @jorgerafa @vanessamendesa @melinamanda_ @silviom93 @SantaCruzFC EU é que nem sei mais…,,neu,neu
"1,63909762633029E+018","@ddntj_ @hnrq404 @larissrolimp @SantaCruzFC Tá c patati e o patatá enfiado no cu po
KSKKSKSKSKSKSK",,neg,neg
"1,63909749497709E+018",@hnrq404 @larissrolimp @SantaCruzFC @luccalimma1 esse cara tá querendo fazer graça mesmo,,neg,neu
"1,6390972679604E+018","RT @SantaCruzFC: Informamos que, após reunião da diretoria, ficou definido que Ranielle Ribeiro não é mais o técnico da equipe. Desejamos s…",,neu,neu
"1,63909694880742E+018","@emipcx @SantaCruzFC KKKKKK Quem tinha que correr era vocês,o Fortaleza já estava classificado,uns Fodidos desse merece apanhar mesmo viu,quem é Santa Cruz ??",,neu,neu
"1,63909091121585E+018",@gesdiniz @jorgerafa @vanessamendesa @melinamanda_ @silviom93 @SantaCruzFC Rapaz… olhe… veja bem…,,neu,neu
"1,63909054473427E+018",@hnrq404 @SantaCruzFC @luccalimma1 @ddntj_ KKKKKKKKKKKKKKKKKKKK tavam tão bonzinhos ctg eles,,pos,neu
"1,63908890531084E+018",@flmhugo @SantaCruzFC Nossa. Já li esse livro e mais outros. Pra treinar um time de futebol precisa só disso? Ok,,pos,pos
"1,63908782855761E+018","🇾🇪🐍|  Não desisto, apesar de tudo.

🇾🇪🙏🏽 |  FORÇA ao @SantaCruzFC e sua ENORME TORCIDA. https://t.co/mFahOjNXx7",,pos,neu
"1,63908715156333E+018",@NE45Minutos @FortalezaEC @SantaCruzFC “Nunca vou te abandonar…”,,pos,neu
"1,63908658402373E+018",@lucasbrito_t @SantaCruzFC Safado,,neu,neu
"1,63908504535161E+018","@SantaCruzFC Obviamente a culpa não é do Raniele, mas a diretoria precisava fazer alguma coisa. O time ficou entregue no final do jogo e dificilmente seria diferente nos próximos jogos do pernambucano.",,neg,neg
"1,63908279829946E+018",@_robertafsantos @SantaCruzFC Eu quero,,neu,neu
"1,63908241775045E+018",@RMBRAFAEL @SantaCruzFC Diretoria X torcida,,neg,neu
"1,63908141131862E+018",@SantaCruzFC ei porraaaaa vcs tão maluco trazer um técnico desse ???? Mrmmmmmmmmm vcs tão doído é porra,,neu,neu
"1,63907596509057E+018",@SantaCruzFC Não sabe a barca que pegou!!! Inocente,,neu,neu
"1,63907463893528E+018","@orlandosergio @brunocprocopio @miilasousa_ @SantaCruzFC Sport e Náutico não estão em 9° lugar.

Esquece, cara. O trabalho de Ranielle é indefensável.",,neg,neu
"1,63907420320587E+018",@SantaCruzFC Pelamordedeus Felipe Conceição NÃÃÃÃOOOO!!!!,,neg,neu
"1,63907324422015E+018","Olha aí  @SantaCruzFC
Tem pessoas avaliando currículos melhor que os diretores de futebol daí 
⚫️⚪️🔴

https://t.co/fUH0wKz2SN",,neg,neu
"1,63907291926651E+018",@SantaCruzFC Demorasse demais @sportrecife,,neg,neu
"1,63907245348486E+018",A contratação de Felipe Conceição é nível a de Pc Gusmão q durou 30 dias e um vexame no arruda contra o abc (4x0) e nível Alexandre Gallo que durou 3 jogos e pediu pra sair.  Parabéns @SantaCruzFC,,neg,neg
"1,63907099042789E+018",RT @SantaCruzFC: Renovado! O goleiro Michael renovou seu contrato com o Santa Cruz e vai defender o tricolor até o fim do estadual de 2024.…,,neu,pos
"1,63907095235593E+018","Será que dá  tempo avisar para Zé e ao @SantaCruzFC arrumar errorex para apagar a assinatura de contrato? E contrata outro!!

P0rr@ Santa Cruz ⚫️⚪️🔴

https://t.co/nzGU1prsvz",,neg,neu
"1,63907037863815E+018",RT @SantaCruzFC: Renovado! O goleiro Michael renovou seu contrato com o Santa Cruz e vai defender o tricolor até o fim do estadual de 2024.…,,neu,pos
"1,63906957462783E+018","@SantaCruzFC PELO AMOR DE DEUS, FELIPE CONCEIÇÃO NÃOOOO, Não deu certo em lugar nenhum, pesquisem antes de fazer uma bobagem.",,neg,pos
"1,63906892125583E+018","@gerakitchens Isso é mais certo que 2+2=4, quando ficarmos sem 🗓 p/ 2024 no próximo ano o @PetrolinaSFC anunciará que não tem recursos para disputar a @_SerieD_BR e o @SantaCruzFC ""herdará"" a vaga, isso imaginando que venceremos os 3 jogos e o Petrolina vença o 🐭, mas Evandro irá intervir...",,neg,neg
